,Unnamed: 0,STATE,DISTRICT,Storage name,Address,Manager Name,capacity,Longitude,Latitude
45,45,Andhra Pradesh,Chittoor,Knm Cold Storage,"KURABALA KOTA, POST ANGAL MANDANA PALLY,",Ansarali,0.0,,
46,46,Andhra Pradesh,Chittoor,M.Prakashandsons,"GUDI STREET, GANGAMMA LINE, TIRUPATHI,",M.Ramesh,0.0,,
47,47,Andhra Pradesh,Chittoor,M/S MKB Cold Storage,Agraharam( Dakala),,4000.0,,
48,48,Andhra Pradesh,Chittoor,M/S Murugan Cold Storage Pvt. Ltd.,Jangalapalli,,3200.0,80.1877404,16.237379
49,49,Andhra Pradesh,Chittoor,Madeena Food Agro S Products,"PK STREET, OLD BUS STAND",T.Munawar Ali,0.0,80.4146561,8.3406704
50,50,Andhra Pradesh,Chittoor,Madeena Fruits Company,MOHAMMEDAFROZ82[At]YAHOO[Dot]COM,Smd Afroz,0.0,,
51,51,Andhra Pradesh,Chittoor,Madina Fruits,"PILLERU ROAD, MAIN ROAD, KALLUR",Ps.Sayed Basha,10.0,79.0004517,13.5583316
52,52,Andhra Pradesh,Chittoor,Mkb Cold Storage Pvt Ltd,"PUNGANUR, ROYALPETA ROAD",M.Jagdish,4000.0,80.2640711,13.0539587
53,53,Andhra Pradesh,Chittoor,Murgan Cold Storage Pvt Ltd,RAMASAMUDRAM ROAD PUNGANUR,K.Vasu,4500.0,78.5713232,13.368608
54,54,Andhra Pradesh,Chittoor,Prabharaipling Mandi,"17-422/1, SUNDAR AYYAR STREET,",Prabhakareddy,35.0,,
55,55,Andhra Pradesh,Chittoor,Punganur Cold Storage Pvt Ltd,"RAMPALLI VILLAGE PALAMANER MANDAL, MAIN ROAD",P.Shaik Sajjad,4000.0,,
56,56,Andhra Pradesh,Chittoor,RENIGUNTA,,G. Siddaramaiah,20350.0,,
57,57,Andhra Pradesh,Chittoor,Rahaman Fruits,"NURSING HOME STREET, MADANA PALLY,",S.Imtiyaz Basha,20.0,,
58,58,Andhra Pradesh,Chittoor,Sab Cold Storage,GUDURPALLI VILLEGE PUNGANUR,S.Afzal,8000.0,78.5713232,13.368608
59,59,Andhra Pradesh,Chittoor,Sachinbanana Cold Storage,"BLOCK-8, PUTTHUR NEW BUS STAND ROAD",Sachin,0.0,75.2070644,12.7686756
60,60,Andhra Pradesh,Chittoor,Safa Company,"MAIN ROAD, ROAD BYPASS, KATTUR",S.Bavaji,0.0,80.2836996,13.3549962
61,61,Andhra Pradesh,Chittoor,Said Sairam Cold Storage Pvt Ltd,"2/250/B, AMMACHERU MITTA, KADIRI ROAD, MADANAPALLY",Co.Nagarajgupta,2500.0,78.5010007,13.5560496
62,62,Andhra Pradesh,Chittoor,Sharan Cold Storage,,Shri M Prashant Naik,5000.0,,
63,63,Andhra Pradesh,Chittoor,Sivaiah,"BLOCK NO-3, TARNAPALLY X ROAD, MANGO YARD, TIRUCHA",S.Sivaiah,36.0,,
64,64,Andhra Pradesh,Chittoor,Smr Fruits Merchents,"PROP S MASTAN, NEAR OLD BUS STAND, BESIDE TUNGA HO",S.Mastan,4.0,,
65,65,Andhra Pradesh,Chittoor,Sri Balaji Cold Storage,"5-1, KONDASAMUDRAM, PUNGANOOR, PALAMANER, PUNGANOO",J.Sunilkumar,5000.0,,
66,66,Andhra Pradesh,Chittoor,Sri Balaji Cold Storage,Kummaranatham,,3333.26,78.5916335,13.3453553
67,67,Andhra Pradesh,Chittoor,Sri Lakshminarasimha Banana Traders,"BLOCK-14, AGRICULTURE MARKET YARD, MANGO MARKET YA",Y.Shankaraiah,0.0,,
68,68,Andhra Pradesh,Chittoor,Sri Lakshmivinayaka Fruits Mundi A/C Chamber,"FLAT NO 17, MANGO MARKET, TIRUCHANOOR ROAD, TIRUPA",B.Purushothamreddy,30.0,79.4191795,13.6287557
69,69,Andhra Pradesh,Chittoor,Sri Srinivaasaagri Cold Storage India Pvt Ltd,"4-24/A, BALAGURAVAIAHGARIPALLY ROAD, PUNGANOOR,",Kp.Shobanbabu,500.0,,
70,70,Andhra Pradesh,Chittoor,Sri V Govindarajulu Unit - I,"Survey No.228/1, Peddakannali Village, Thottambedu Mandal, Chittoor District",,510.15,78.8382644,13.4787911
71,71,Andhra Pradesh,Chittoor,Sri V Govindarajulu Unit - II,"Survey No.228/1, Peddakannali Village, Thottambedu Mandal, Chittoor District",,229.48,78.8382644,13.4787911
72,72,Andhra Pradesh,Chittoor,Sri.Lakshmivenkateshwarabanana Traders,"SHOP NO 5, AMC MARKET YARD, MARKET YARD, TIRUPATHI",S.Jayakrishana,8615.0,79.4191795,13.6287557
73,73,Andhra Pradesh,Chittoor,Srikrishana Cold Storage Pvt Ltd,"28-122, MELUPATLA, POWER OPP PUNGANOR,",G.Krishnareddy,0.0,,
74,74,Andhra Pradesh,Chittoor,Srilaxmivenkateshwara Fruitsmarchents,"12-4-429, BANDA STREET, NANUGUKALLA MANDAPAM, TIRU",Y.Tirupalaiah,10.0,,
75,75,Andhra Pradesh,Chittoor,Srinifoodpark,MOGILI,Bhanu,300.0,78.8364948,13.1847107
76,76,Andhra Pradesh,Chittoor,Srinivasabaanaripling Mandi,"17-114, SUNDAR AYYAR STREET, OLD BUS STAND,",Shanukareddy,0.0,,
77,77,Andhra Pradesh,Chittoor,Srisaisadanbanana Mandi,"11-404, DTK ROAD, GURNADHA THIYAN",K.Pandiyan,7.0,,
78,78,Andhra Pradesh,Chittoor,Star Fruits,"MSR THIYATN, NARSING HOME STREET, MADANAPALLY,",Sr.Akbar Basha,6.0,,
79,79,Andhra Pradesh,Chittoor,Swethabanana Cold Storage,6-12-B MARKET KUPPAM,P.Ananth,0.0,78.342291,12.7461129
80,80,Andhra Pradesh,Chittoor,Venkateshwara Banana Mandi,"17-102, SUNDARAIAH STREET,",M.Munikrishna Reddy,0.0,,
81,81,Andhra Pradesh,East Godavari,AVK.Raju,Gollaprolu Village/Gollaprolu Mandal,,4769.62,82.2862828,17.1532881
82,82,Andhra Pradesh,East Godavari,B. V. S. Sekhar,"Ippanapadu, Mandapeta Mandal",,2324.0,81.881504,16.9327104
83,83,Andhra Pradesh,East Godavari,B.K.Agarwal,"Chollangi Village , Kakinada",,4769.62,82.2474648,16.9890648
84,84,Andhra Pradesh,East Godavari,Chalasani Syamala Devi,"R S No.207, ABD Road, Rajanagaram, East Godavari District",,4220.0,82.0407137,17.32125
85,85,Andhra Pradesh,East Godavari,Chinta China Pandu Ranga Reddy,"S.No.224, Village : Balabhadrapuram, Mandal : Biccavolu",,6572.0,82.0484013,16.9609832
86,86,Andhra Pradesh,East Godavari,Chinta Mangayamma,"S.No.224, Village : Balabhadrapuram, Mandal : Biccavolu",,6572.0,82.0484013,16.9609832
87,87,Andhra Pradesh,East Godavari,Chirla Bhupathy Reddy,"RS.No. 49/2, NH-214, Chollangi Panchayat, Tallarevu Mandal",,5296.0,,
88,88,Andhra Pradesh,East Godavari,Chunduru Ananta Laxmi,"S.No.90/2, Vedurumudi Village, Kapileswara Mandal, East Godavari",,2379.24,82.0407137,17.32125
89,89,Andhra Pradesh,East Godavari,DMR Rural Farmers Warehouse ( D. Madhusudan Rao & D. Kusuma Kanaklatha ),"Survey No. 148, Rythu Nagaram Village, Nandyal Mandal",,6500.0,78.487285,15.4776876
90,90,Andhra Pradesh,East Godavari,E Varalakshmi,"Pedakara Agraharam Village, Bandara Mandal , Machalipatnam",,4769.62,81.1302716,16.1808917
91,91,Andhra Pradesh,East Godavari,GSS Tulasi,"Rajavolu ,Rajahmundry",,4769.62,81.8040345,17.0005383
92,92,Andhra Pradesh,East Godavari,Gayatri Storage,"Tossipudi, Biccavolu, Biccavolu Mandal",,7013.0,76.6123884,16.4144834
93,93,Andhra Pradesh,East Godavari,Gunnam Soma Sirkar,"Ippanapadu, Mandapeta Mandal",,7148.0,81.881504,16.9327104
94,94,Andhra Pradesh,East Godavari,J.Mani,"Jaggammagari Peta,Samalkot",,4769.62,82.1679386,17.0500453
95,95,Andhra Pradesh,East Godavari,J.Naveen Kumar,"Jaggammagari Peta,Samalkot",,4769.62,82.1679386,17.0500453
96,96,Andhra Pradesh,East Godavari,J.Ramaswamy,"Jaggammagari Peta,Samalkot",,4769.62,82.1679386,17.0500453
97,97,Andhra Pradesh,East Godavari,J.Subba Rao,"Jaggammagari Peta,Samalkot",,4769.62,82.1679386,17.0500453
98,98,Andhra Pradesh,East Godavari,JNVVS Marthanda Rao,"Jaggammagari Peta,Samalkot",,4769.62,82.1679386,17.0500453
99,99,Andhra Pradesh,East Godavari,K Subbaraju,"Pedakara Agraharam Village, Bandara Mandal , Machalipatnam",,4769.62,81.1302716,16.1808917
100,100,Andhra Pradesh,East Godavari,K. Partha Saradhi,Rajanagaram Village And Mandal,,6244.0,81.9017706,17.0806322
101,101,Andhra Pradesh,East Godavari,KAKINADA,,J. Chandra Sekhar,42443.0,,
102,102,Andhra Pradesh,East Godavari,Kantamani Kasi Viswesvara Rao,"S.No.224/1, ABD Road, Rajanagaram Village",,8092.0,81.9017706,17.0806322
103,103,Andhra Pradesh,East Godavari,Kotapalli Madhavi,"S.No.224, Village : Balabhadrapuram, Mandal : Biccavolu",,6572.0,82.0484013,16.9609832
104,104,Andhra Pradesh,East Godavari,Kovuru Satyanarayana Reddy,"D. No. 1-3. Pandalapaka Village, Biccavolu Mandal",,2082.0,76.6123884,16.4144834
105,105,Andhra Pradesh,East Godavari,Kovvuri Gavara Reddy,"S.No.224, Village : Balabhadrapuram, Mandal : Biccavolu",,6572.0,82.0484013,16.9609832
106,106,Andhra Pradesh,East Godavari,Kovvuri Vijayalakshmi,"S.No.224, Village : Balabhadrapuram, Mandal : Biccavolu",,6572.0,82.0484013,16.9609832
107,107,Andhra Pradesh,East Godavari,Kumari Sri Raja,"Jaggammagari Peta,Samalkot",,4769.62,82.1679386,17.0500453
108,108,Andhra Pradesh,East Godavari,Lalitha Enterprises,"Survey No.227/1&2 , Pandalapaka GP, Biccavole Mandal",,3503.0,76.6123884,16.4144834
109,109,Andhra Pradesh,East Godavari,M. Ramachandra Reddy,"Chintapally, Pedapudi Mandal",,1200.0,,
110,110,Andhra Pradesh,East Godavari,M/S Anaparthy Sai Sridevi & 17 Partners,Mandapeta/East Godavari,,10000.0,81.9263789,16.8626906
111,111,Andhra Pradesh,East Godavari,M/S Karri Rajeswari Rural Godown,"RS. No. 92/S & 5, Ramavaram Village, Anaparthi Mandal, East Godavari",,9707.66,82.0407137,17.32125
112,112,Andhra Pradesh,East Godavari,M/S Saibhya Agro Storages,Dharmavaram,,3000.0,77.7201031,14.4124551
113,113,Andhra Pradesh,East Godavari,M/S Saibhya Cold Storage Pvt. Ltd,Dharmavaram,,2500.0,77.7201031,14.4124551
114,114,Andhra Pradesh,East Godavari,M/S Smt.Karri Prabalaxmi Rural Godown,"Sy.No.202/2,203/5, Pandalapaka Village, Biccavole Mandal, East Godavari Dt",,3812.0,82.0407137,17.32125
115,115,Andhra Pradesh,East Godavari,M/S Sri Satyasri Godowns,Duppalapudi/East Godavari,,3138.62,81.9521177,16.949785
116,116,Andhra Pradesh,East Godavari,M/S Sri Venkateswar Godowns ( D. Krishna Reddy ),"Dugguduru Village, Kajurulu Mandal",,569.0,82.1709318,16.7962072
117,117,Andhra Pradesh,East Godavari,M/S Srinivasa Paddy Storages,"Survey No.106/1, Ramavaram Village, Mandal Anaparthi District, East Godavari",,1837.0,82.0407137,17.32125
118,118,Andhra Pradesh,East Godavari,M/S Srinivasa Rice Traders,"Ramavaram(V), Jaggampeta(M), East Godavari",,4551.0,82.0407137,17.32125
119,119,Andhra Pradesh,East Godavari,Maddireddy Lakshmana Swamy,"Narsipudi, Alamuru Mandal, East Godavari",,104.61,82.0407137,17.32125
120,120,Andhra Pradesh,East Godavari,Merla Agasthiah,"Velangi Village, Karapa Mandal",,184.64,,
121,121,Andhra Pradesh,East Godavari,Murali Krishna Storage,"S.No.78/4, Pedapalla Village, Alamuru Mandal",,3710.47,,
122,122,Andhra Pradesh,East Godavari,N V V Krishna Rao,"Rajavolu ,Rajahmundry",,4769.62,81.8040345,17.0005383
123,123,Andhra Pradesh,East Godavari,NRRC Surya Kumari,"Jaggammagari Peta,Samalkot",,4769.62,82.1679386,17.0500453
124,124,Andhra Pradesh,East Godavari,Naga Raju,"Duppalapudi Village, Anaparthi Mandal",,4769.62,,
125,125,Andhra Pradesh,East Godavari,Nageswar Rao,"Duppalapudi Village, Anaparthi Mandal",,4769.62,,
126,126,Andhra Pradesh,East Godavari,Nallamili Satyanarayana Reddy,Nadakuduru Village,,3395.0,82.2060268,16.9164131
127,127,Andhra Pradesh,East Godavari,P Sarveshwara Rao,"Pedakara Agraharam Village, Bandara Mandal , Machalipatnam",,4769.62,81.1302716,16.1808917
128,128,Andhra Pradesh,East Godavari,P Satyanarayana & P S Kumar,"Rajavolu, Rajahmundry",,4769.62,81.8040345,17.0005383
129,129,Andhra Pradesh,East Godavari,P. Satyanarayana Reddy,"RS.No. 51/1/2, 51/1/3, NH-214, Chollangi Panchayat, Tallarevu Mandal",,7030.0,,
130,130,Andhra Pradesh,East Godavari,P.Janaki Ram,"Rajavolu ,Rajahmundry",,4769.62,81.8040345,17.0005383
131,131,Andhra Pradesh,East Godavari,P.Satyanarayana,"Rajavolu ,Rajahmundry",,4769.62,81.8040345,17.0005383
132,132,Andhra Pradesh,East Godavari,P.V.G.Gandhi Mohan,"Chollangi Village , Kakinada",,4769.62,82.2474648,16.9890648
133,133,Andhra Pradesh,East Godavari,PSVVB Prasad & P. Satyanarayana,"S.No.253/6,7,8,9,10,11, Village & Mandal : Kapileshwarapuram,",,6502.0,,
134,134,Andhra Pradesh,East Godavari,R.Satyanandam,"Chollangi Village , Kakinada",,4769.62,82.2474648,16.9890648
135,135,Andhra Pradesh,East Godavari,RAJAHMUNDRY,,M.A.AIi Khan,44000.0,,
136,136,Andhra Pradesh,East Godavari,S. Satyanarayana Raju,"Mattaparu, Palkol Mandal",,2718.0,81.7258373,16.5179056
137,137,Andhra Pradesh,East Godavari,S.K.Sharma,"Chollangi Village , Kakinada",,4769.62,82.2474648,16.9890648
138,138,Andhra Pradesh,East Godavari,S.Shakuntala Sharma,"Chollangi Village , Kakinada",,4769.62,82.2474648,16.9890648
139,139,Andhra Pradesh,East Godavari,SS Varma,Gollaprolu Village/Gollaprolu Mandal,,4769.62,82.2862828,17.1532881
140,140,Andhra Pradesh,East Godavari,Sathi Aparanji,"S. No.57/6,7,8,10B,11& 140/11B,12B,13,14 Z.Medapadu & Kesavaram Villages, Mandapeta Mandal, East Godavari",,11186.0,82.0407137,17.32125
141,141,Andhra Pradesh,East Godavari,Sathi Ramachandra Reddy,"S.No.224, Village : Balabhadrapuram, Mandal : Biccavolu",,6572.0,82.0484013,16.9609832
142,142,Andhra Pradesh,East Godavari,"Satti Adilakshmi, W/O Satti Ramakrishna Reddy","RS.No. 49/2, NH-214, Chollangi Panchayat, Tallarevu Mandal",,5296.0,,
143,143,Andhra Pradesh,East Godavari,Satty Krishna Reddy,"4/268, Main Road, Penuguduru, Karapa Mandal",,5138.0,,
144,144,Andhra Pradesh,East Godavari,Shri M. Krishna Murthy,"Kurmapuram, Rayavaram Mandal",,232.0,,
145,145,Andhra Pradesh,East Godavari,Shri Mattey Satya Prasad,"Surampalem, Gandepalli Mandal, Rajahmundry Road, Peddapuram, East Godavari District",,6160.0,82.0407137,17.32125
146,146,Andhra Pradesh,East Godavari,Shri Mattey Srinivas,"Surampalem, Gandepalli Mandal, Rajahmundry Road, Peddapuram, East Godavari District",,6042.0,82.0407137,17.32125
147,147,Andhra Pradesh,East Godavari,Shri Tetala Naveen,"Beside Door No. 4-135a, Tossipudi, Bkkavolu Mandal",,7500.0,76.6123884,16.4144834
148,148,Andhra Pradesh,East Godavari,Shri Venkateswara Godowns,"R S No. 73/1, Korumilli Village, Kapileswarapuram Mandal, East Godavari",,421.47,82.0407137,17.32125
149,149,Andhra Pradesh,East Godavari,Shri. PeddyReddy Satish,"Survey No. 305, New RS No. 13/2,Kovvuru Road, Kakinada Rural, Dist-East Godavari",,3410.0,82.0407137,17.32125
150,150,Andhra Pradesh,East Godavari,Shri. Putchakayala Tata Raju,"Block No.6, Near Maramma Temple, Venturu Village, Rayavaram Mandal, East Godavari - 533261",,425.0,81.9916586,16.8561481
151,151,Andhra Pradesh,East Godavari,Sir Aurthur Cotton Food Storage,"Biccavolu, Biccavolu Mandal",,4323.0,76.6123884,16.4144834
152,152,Andhra Pradesh,East Godavari,Smt D.Kusumalatha,"Rs 150/3, 150/4, KNF Road, Nadakuduru, Karapa Mandal",,3358.0,,
153,153,Andhra Pradesh,East Godavari,Smt Kovvuri Kusuma,"Rs 150/3, 150/4, KNF Road, Nadakuduru, Karapa Mandal",,4345.0,,
154,154,Andhra Pradesh,East Godavari,Smt Sathi Manikyam,"S. No.57/1,2,3,6,140/1B,2B, 4B,5B,6B, 7B,140/3,143/8Z.Medapadu & Kesavaram Villages, Mandapeta Mandal, East Godavari",,10843.0,82.0407137,17.32125
155,155,Andhra Pradesh,East Godavari,Smt Sathi Satyaveni,"S. No.57/3,6,7, 140/7B,8B, 9B,11B,12B, Z.Medapadu & Kesavaram Villages, Mandapeta Mandal, East Godavari",,11336.0,82.0407137,17.32125
156,156,Andhra Pradesh,East Godavari,Smt. Akkina Lalitha Chengalva,"S.No.93/1A, Village: Hukumpeta",,9961.0,82.6937697,18.1520865
157,157,Andhra Pradesh,East Godavari,Smt. Cherukuri Srilaxmi,"S.No.93/1A,93/2, 93/3 Village: Hukumpeta",,16304.0,,
158,158,Andhra Pradesh,East Godavari,"Smt. Karedla Santha Kumri, Machara Village, East Godavari District","M/S Karedla Santha Kumari Rural Godowns R S No.475/2, Machara Village, Machara Village, Kapileswarapuram Mandal, East Godavari District",,1751.22,82.0407137,17.32125
159,159,Andhra Pradesh,East Godavari,"Smt. Nallamili Manga Devi, W/O N.P. Satyanarayana Reddy","RS No. 907/4, Door No. 1-5, Pedapudi , Pedapudi Mandal, East Godavari District",,333.0,82.0407137,17.32125
160,160,Andhra Pradesh,East Godavari,Smt. Sathi Bhskara Santha,"Survey No. 28/1, 29/2, Village: Polamuru, Mandal: Anaparthi, Dist: East Godavari",,2387.0,82.0407137,17.32125
161,161,Andhra Pradesh,East Godavari,Smt. Satti Vijaya Kanakadurga Mahalakshmi,"Survey No.66/2 & 60/1, Chollangi(V), Tallarevu(M), East Godavari",,4883.0,82.0407137,17.32125
162,162,Andhra Pradesh,East Godavari,Smt.Cherukuri Subbalaxmi,"S.No.93/2,93/3 Village: Hukumpeta",,10991.0,,
163,163,Andhra Pradesh,East Godavari,Smt.Reddy Adilaxmi,"S.No.538/6, Yeditha Village, Alamuru Mandal, East Godavari District",,1756.0,82.0407137,17.32125
164,164,Andhra Pradesh,East Godavari,"Sri Bhaskara Laxmi Storages,","Pedapalla, Alamuru Mandal",,2419.0,,
165,165,Andhra Pradesh,East Godavari,Sri D.Vipul Avinash Reddy,"Rs 150/3, 150/4, KNF Road, Nadakuduru, Karapa Mandal",,2487.0,,
166,166,Andhra Pradesh,East Godavari,Sri Godavarthy Venkata Ramana Murthy S/O Satyanarayana Murthy,"M/S Sri Godavarthy Venkata Ramana Murthy Godowns, R S No.150/8,9,10, Penikeru, Alamuru Mandalam, East Godavari District",,251.0,82.0407137,17.32125
167,167,Andhra Pradesh,East Godavari,Sri P.Ramakrishna Chowdary,"S.No.124/2, Maredubaka Village, Mandapeta Mandal",,4488.0,81.881504,16.9327104
168,168,Andhra Pradesh,East Godavari,Sri Veera Venkata Satyanarayana Storage Complex,"S.No.29/2, Polamuru Village, Anaparthy Mandal",,7001.0,,
169,169,Andhra Pradesh,East Godavari,Sri Veeravenkata Satyanarayana Storage Complex,"R.S. Peta, Biccavolu, Biccavolu Mandal",,9026.0,76.6123884,16.4144834
170,170,Andhra Pradesh,East Godavari,Sri Venkateswara Agros (Managing Partner: Tetala China Krishna Reddy),"Komaripalem, Biccavolu Mandal,",,3288.0,,
171,171,Andhra Pradesh,East Godavari,T V.Swamy,"Rajavolu, Rajahmundry",,4769.62,81.8040345,17.0005383
172,172,Andhra Pradesh,East Godavari,T.Sunitha,"Jaggammagari Peta,Samalkot",,4769.62,82.1679386,17.0500453
173,173,Andhra Pradesh,East Godavari,TS Anantha Lakshmi,"Jaggammagari Peta,Samalkot",,4769.62,82.1679386,17.0500453
174,174,Andhra Pradesh,East Godavari,Thota Sudha,"Jaggammagari Peta,Samalkot",,4769.62,82.1679386,17.0500453
175,175,Andhra Pradesh,East Godavari,V J V Shyamalamba,"Pedakara Agraharam Village, Bandara Mandal , Machalipatnam",,4769.62,81.1302716,16.1808917
176,176,Andhra Pradesh,East Godavari,V Murali Krishna,"Pedakara Agraharam Village, Bandara Mandal , Machalipatnam",,4769.62,81.1302716,16.1808917
177,177,Andhra Pradesh,East Godavari,V N Jayarekha,"Pedakara Agraharam Village, Bandara Mandal , Machalipatnam",,4769.62,81.1302716,16.1808917
178,178,Andhra Pradesh,East Godavari,V N V Varalakshmi,"Pedakara Agraharam Village, Bandara Mandal , Machalipatnam",,4769.62,81.1302716,16.1808917
179,179,Andhra Pradesh,East Godavari,V. Drowpati,"Narsipudi Village, Alamuru Mandal",,143.86,,
180,180,Andhra Pradesh,East Godavari,V. N. Lalithananda,"Pedakara Agraharam Village, Bandara Mandal , Machalipatnam",,4769.62,81.1302716,16.1808917
181,181,Andhra Pradesh,East Godavari,V.K.Agarwal,"Chollangi Village , Kakinada",,4769.62,82.2474648,16.9890648
182,182,Andhra Pradesh,East Godavari,Valluri Satyanarayana,"Yanamdala Village, Ramachandrapuram Mandal",,1800.0,79.4028639,13.5262282
183,183,Andhra Pradesh,Guntur,A. Rahman Khan,"Kantheru Village, Tadikonda Mandal",,12877.0,76.840383,16.7553661
184,184,Andhra Pradesh,Guntur,A.Subrahmanyam Raju,"Karlapalem Vilage, Bapatla",,4769.62,80.4671375,15.9039445
185,185,Andhra Pradesh,Guntur,Achyutharama Rural Godown ( D. Achyutaramaiah ),"Narasayapalem Village, Baptala Mandal",,126.0,80.4681844,15.9040102
186,186,Andhra Pradesh,Guntur,Alapati Lakshmi Suseela And Alapati Poornachandra Rao,"Nagrjupalem Sivaru, Tumuluri Village , Kollipara Mandal, Guntur District",,190.957,80.0087746,16.3905692
187,187,Andhra Pradesh,Guntur,"Alla Veema Reddy, S/O Kutumba Reddy & Alla Uma Maheswar Reddy, S/O Veema Reddy","Door No. 7/99, Kollipara GP, Kollipara Road, 7th Ward , Kollipara Mandal, Guntur",,200.0,80.4365402,16.3066525
188,188,Andhra Pradesh,Guntur,Aluri Rajendra Prasad,"Kavulu, Cherukupalli Mandal",,150.0,76.5892774,16.4821896
189,189,Andhra Pradesh,Guntur,Amaralingeswara Cold Storage Pvt Ltd,MACHARLAROAD NADIKUDI VILAGE DACHEPALLY MANDAL,Vankayala1 Satyanarayana,6000.0,79.7068596,16.5879495
190,190,Andhra Pradesh,Guntur,Amaravathi Cold Storage,"578/3, LAAPURAM, NEAR MIRCH YARD ANKI REDDY PALEM",Srinivadarao,6636.0,80.4107139,16.2864231
191,191,Andhra Pradesh,Guntur,Amcyard,AMC YARD,Venkatharathnam,0.0,,
192,192,Andhra Pradesh,Guntur,Amulya Cold Storage m,DNO9-82 NH-5 LALPURAM BY PASS ROAD,Venkateswrao,4099.0,80.2219261,13.1425492
193,193,Andhra Pradesh,Guntur,"Andhra Pradesh State Ware Housing Corporation, Hyderabad","Survey No.322/1, 2, Tadepally, Guntur District",,1443.84,80.0087746,16.3905692
194,194,Andhra Pradesh,Guntur,Ankamma Rural Godown ( Prathipati Ankamma Chowdary ),"Narasayapalem Village, Baptala Mandal",,123.0,80.4681844,15.9040102
195,195,Andhra Pradesh,Guntur,Ashok Rural Godown ( Devarapalli Ashok Babu ),"Narasayapalem Village, Baptala Mandal",,126.0,80.4681844,15.9040102
196,196,Andhra Pradesh,Guntur,"Avuthu Ramachandra Reddy, S/O Venkata Subba Reddy","Nagarjunapalem, Sivaru, Tumulru Village, And Kollipara Mandal, Guntur District",,111.0,80.0087746,16.3905692
197,197,Andhra Pradesh,Guntur,Avuthu Swarajyalakshmi,"S.No.443/B-5, Door No.7-140/B, Thumuluru Village, Kollipara Mandal, Guntur",,108.74,80.4365402,16.3066525
198,198,Andhra Pradesh,Guntur,"Avuthu Vijaya Lakshmi ,W/O Srinivasa Reddy & Avuthu Srinivasa Reddy S/O Satish Reddy","R&B Road From Kollipara To Gudibandivaripalem Road, 2nd Ward, Kollipara Village And Mandal",,600.0,80.749466,16.2872181
199,199,Andhra Pradesh,Guntur,B Savita,Nadikudi,,4769.62,79.7068596,16.5879495
200,200,Andhra Pradesh,Guntur,B Sita Devi,Nadikudi,,4769.62,79.7068596,16.5879495
201,201,Andhra Pradesh,Guntur,B Srinivas Raju,Nadikudi,,4769.62,79.7068596,16.5879495
202,202,Andhra Pradesh,Guntur,B. Cidambaram Babu,"Kondrupadu Village, Parthipadu Mandal",,9539.0,82.1917781,17.2294723
203,203,Andhra Pradesh,Guntur,B. Koti Reddy,"Penumuli, Dugirala Mandal",,419.0,77.070837,16.6775836
204,204,Andhra Pradesh,Guntur,B. Koti Reddy,"Nambur, Pitakakami Mandal",,387.0,,
205,205,Andhra Pradesh,Guntur,"Bandarupalli Lakshmi Parvathi, W/O Sambasiva Rao","Door No.102/10, Doppalapudi Village & Post, Ponnur Mandal, Guntur",,338.18,80.4365402,16.3066525
206,206,Andhra Pradesh,Guntur,Bapatla,Bapatla Market Yard,,1000.0,80.4936204,15.9164161
207,207,Andhra Pradesh,Guntur,Bhagwaty Cold Storages,"169/AG T ROAD, ANKIREDDYPALEM",G Radhica,0.0,80.3923079,16.2876751
208,208,Andhra Pradesh,Guntur,Bhubaneswari Agri Processing And Marketting,Thatapudi,,7481.0,81.9002728,16.7632792
209,209,Andhra Pradesh,Guntur,Boina Venkateswarlu,"Jammulapalem Village, Baptla Mandal",,250.0,80.4681844,15.9040102
210,210,Andhra Pradesh,Guntur,Bommidala Cold Storage,NH-5,Ramnamurthy,0.0,77.1031998,31.0306204
211,211,Andhra Pradesh,Guntur,Bonthu Chandrasekhara Reddy,Kollipara Village & Mandal,,172.0,80.749466,16.2872181
212,212,Andhra Pradesh,Guntur,Boppudi Cold Storage Pvt Ltd,NH 5 BOPPUDI VILAGE CHILAKALURIPET MANDAL,Kumar,3200.0,80.1656205,16.0948008
213,213,Andhra Pradesh,Guntur,Brahmari Cold Storage,ANKIREDDYPALLI,Nagaraju,7943.0,79.0072883,15.3960875
214,214,Andhra Pradesh,Guntur,C R Cold Storage Pvt Ltd,,Shri K Ramesh Krishna Chandra,9875.0,,
215,215,Andhra Pradesh,Guntur,C.R Cold Storage,"NH 5 YODLA PUDU( VI,M)",Ravichandra,0.0,,
216,216,Andhra Pradesh,Guntur,CHILKALURIPET,,C.C.J.Mathew,24370.0,,
217,217,Andhra Pradesh,Guntur,Ch. Venkata Lakshmamma,"R S No.346/1, 346/2, 346/3, 345/1, 345/2 At Govada Gram Panchayat, Cherukupalli Mandal Guntur",,718.59,80.6805413,16.0493704
218,218,Andhra Pradesh,Guntur,Chandramukhi Cold Storage,ANKIREDDY PALEM NH-5,Chandramouli,0.0,83.9275643,18.3159269
219,219,Andhra Pradesh,Guntur,Chandu Vani & Chandu Koteshwara Rao,"Panchayati Road, Burripalem Village, Tenali Mandal",,264.917,80.6495483,16.2381344
220,220,Andhra Pradesh,Guntur,Chilakaluripet,"New Market Yard, Chilakaluripet",,2000.0,80.1656205,16.0948008
221,221,Andhra Pradesh,Guntur,Chilakaluripet Cold Storage Pvt Ltd,NH5 TATA PUDI VILAGE CHPETA MANDAL,Ramarao,8000.0,80.1655471,16.0944603
